Region,Date,Cases,Tests,Population,County,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
Northern,2020-05-22,100,9292,483871,Northern,25,2630,0.00950570342205323,0.00738095188888892,0.776476138711115,2,638,0.00313479623824451,0.0041333330577778,1.31853324543112
Northern,2020-05-23,103,9642,483871,Northern,23,2498,0.00920736589271417,0.00679047573777781,0.737504712737781,3,350,0.00857142857142857,0.00619999958666669,0.723333285111114
Northern,2020-05-24,108,10219,483871,Northern,25,2845,0.00878734622144113,0.00738095188888892,0.839952324955559,5,577,0.00866551126516464,0.0103333326444445,1.19246658716889
Northern,2020-05-25,110,10695,483871,Northern,26,3150,0.00825396825396825,0.00767618996444448,0.929999938000004,2,476,0.00420168067226891,0.0041333330577778,0.983733267751115
Northern,2020-05-26,112,10980,483871,Northern,26,3133,0.00829875518672199,0.00767618996444448,0.92498089071556,2,285,0.00701754385964912,0.0041333330577778,0.588999960733336
Northern,2020-05-27,126,11342,483871,Northern,37,3223,0.0114799875892026,0.0109238087955556,0.95155231751556,14,362,0.0386740331491713,0.0289333314044446,0.748133283457781
Northern,2020-05-28,134,11955,483871,Northern,36,3301,0.0109057861254165,0.01062857072,0.974580887408893,8,613,0.0130505709624796,0.0165333322311112,1.26686658220889
Northern,2020-05-29,140,12465,483871,Northern,40,3173,0.0126063662149385,0.0118095230222223,0.936790413737782,6,510,0.0117647058823529,0.0123999991733334,1.05399992973334
Northern,2020-05-30,145,12853,483871,Northern,42,3211,0.0130800373715353,0.0123999991733334,0.948009460608893,5,388,0.0128865979381443,0.0103333326444445,0.801866613208892
Northern,2020-05-31,146,13149,483871,Northern,38,2930,0.0129692832764505,0.0112190468711112,0.865047561377782,1,296,0.00337837837837838,0.0020666665288889,0.611733292551114
Northern,2020-06-01,148,13450,483871,Northern,38,2755,0.0137931034482759,0.0112190468711112,0.813380898155559,2,301,0.00664451827242525,0.0041333330577778,0.622066625195558
Northern,2020-06-02,152,13919,483871,Northern,40,2939,0.0136100714528751,0.0118095230222223,0.867704704057782,4,469,0.00852878464818763,0.00826666611555559,0.969266602048893
Northern,2020-06-03,157,14954,483871,Northern,31,3612,0.00858250276854928,0.00915238034222226,1.06639992890667,5,1035,0.00483091787439614,0.0103333326444445,2.13899985740001
Northern,2020-06-04,160,15541,483871,Northern,26,3586,0.00725041829336308,0.00767618996444448,1.05872373894223,3,587,0.00511073253833049,0.00619999958666669,1.21313325245778
Northern,2020-06-05,177,16111,483871,Northern,37,3646,0.010148107515085,0.0109238087955556,1.07643802347556,17,570,0.0298245614035088,0.0351333309911113,1.17799992146667
Northern,2020-06-06,193,16477,483871,Northern,48,3624,0.0132450331125828,0.0141714276266667,1.06994278581334,16,366,0.0437158469945355,0.0330666644622224,0.756399949573337
Northern,2020-06-07,196,17176,483871,Northern,50,4027,0.0124161907126893,0.0147619037777778,1.18892373026223,3,699,0.00429184549356223,0.00619999958666669,1.44459990369334
Northern,2020-06-08,198,17567,483871,Northern,50,4117,0.0121447656060238,0.0147619037777778,1.21549515706223,2,391,0.0051150895140665,0.0041333330577778,0.808066612795559
Northern,2020-06-09,207,17991,483871,Northern,55,4072,0.0135068762278978,0.0162380941555556,1.20220944366223,9,424,0.0212264150943396,0.0185999987600001,0.876266608248893
Northern,2020-06-10,223,18566,483871,Northern,66,3612,0.0182724252491694,0.0194857129866668,1.06639992890667,16,575,0.0278260869565217,0.0330666644622224,1.18833325411112
Northern,2020-06-11,242,19157,483871,Northern,82,3616,0.0226769911504425,0.0242095221955557,1.06758088120889,19,591,0.0321489001692047,0.0392666640488891,1.22139991857334
Northern,2020-06-12,254,20253,483871,Northern,77,4142,0.0185900531144375,0.0227333318177779,1.22287610895112,12,1096,0.0109489051094891,0.0247999983466668,2.26506651566223
Northern,2020-06-13,258,20716,483871,Northern,65,4239,0.0153338051427223,0.0191904749111112,1.25151420228001,4,463,0.00863930885529158,0.00826666611555559,0.95686660287556
Northern,2020-06-14,272,21552,483871,Northern,76,4376,0.0173674588665448,0.0224380937422223,1.29196181863112,14,836,0.0167464114832536,0.0289333314044446,1.72773321815112
Northern,2020-06-15,281,21907,483871,Northern,83,4340,0.0191244239631336,0.0245047602711112,1.28133324791112,9,355,0.0253521126760563,0.0185999987600001,0.733666617755559
Northern,2020-06-16,286,22896,483871,Northern,79,4905,0.0161060142711519,0.023323807968889,1.44814276060001,5,989,0.00505561172901921,0.0103333326444445,2.04393319707112
Northern,2020-06-17,294,23623,483871,Northern,71,5057,0.0140399446312043,0.0209619033644445,1.49301894808445,8,727,0.0110041265474553,0.0165333322311112,1.50246656650223
Northern,2020-06-18,312,24498,483871,Northern,70,5341,0.0131061598951507,0.020666665288889,1.57686656154223,18,875,0.0205714285714286,0.0371999975200002,1.80833321277779
Southeastern,2020-03-15,11,NA,2044919,Southeastern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southeastern,2020-03-16,17,NA,2044919,Southeastern,NA,NA,NA,NA,NA,6,NA,NA,0.00293410154632042,NA
Southeastern,2020-03-17,33,NA,2044919,Southeastern,NA,NA,NA,NA,NA,16,NA,NA,0.00782427079018778,NA
Southeastern,2020-03-18,59,NA,2044919,Southeastern,NA,NA,NA,NA,NA,26,NA,NA,0.0127144400340551,NA
Southeastern,2020-03-19,88,NA,2044919,Southeastern,NA,NA,NA,NA,NA,29,NA,NA,0.0141814908072153,NA
Southeastern,2020-03-20,120,NA,2044919,Southeastern,NA,NA,NA,NA,NA,32,NA,NA,0.0156485415803756,NA
Southeastern,2020-03-21,172,NA,2044919,Southeastern,NA,NA,NA,NA,NA,52,NA,NA,0.0254288800681103,NA
Southeastern,2020-03-22,256,NA,2044919,Southeastern,245,NA,NA,0.0171155923535358,NA,84,NA,NA,0.0410774216484858,NA
Southeastern,2020-03-23,284,NA,2044919,Southeastern,267,NA,NA,0.0186525026873227,NA,28,NA,NA,0.0136924738828286,NA
Southeastern,2020-03-24,305,NA,2044919,Southeastern,272,NA,NA,0.019001800490456,NA,21,NA,NA,0.0102693554121215,NA
Southeastern,2020-03-25,399,NA,2044919,Southeastern,340,NA,NA,0.02375225061307,NA,94,NA,NA,0.0459675908923532,NA
Southeastern,2020-03-26,482,NA,2044919,Southeastern,394,NA,NA,0.0275246668869106,NA,83,NA,NA,0.0405884047240991,NA
Southeastern,2020-03-27,566,NA,2044919,Southeastern,446,NA,NA,0.0311573640394978,NA,84,NA,NA,0.0410774216484858,NA
Southeastern,2020-03-28,671,NA,2044919,Southeastern,499,NA,NA,0.0348599207527116,NA,105,NA,NA,0.0513467770606073,NA
Southeastern,2020-03-29,765,NA,2044919,Southeastern,509,NA,NA,0.0355585163589784,NA,94,NA,NA,0.0459675908923532,NA
Southeastern,2020-03-30,837,6951,2044919,Southeastern,553,NA,NA,0.0386323370265522,NA,72,NA,NA,0.035209218555845,NA
Southeastern,2020-03-31,927,7607,2044919,Southeastern,622,NA,NA,0.0434526467097928,NA,90,656,0.13719512195122,0.0440115231948063,0.320795102397699
Southeastern,2020-04-01,1071,8310,2044919,Southeastern,672,NA,NA,0.0469456247411267,NA,144,703,0.204836415362731,0.07041843711169,0.343778897843875
Southeastern,2020-04-02,1199,9146,2044919,Southeastern,717,NA,NA,0.0500893049693271,NA,128,836,0.15311004784689,0.0625941663215022,0.408818148787311
Southeastern,2020-04-03,1327,9787,2044919,Southeastern,761,NA,NA,0.0531631256369009,NA,128,641,0.199687987519501,0.0625941663215022,0.313459848531898
Southeastern,2020-04-04,1481,10537,2044919,Southeastern,810,NA,NA,0.056586244107608,NA,154,750,0.205333333333333,0.0753086063555574,0.366762693290052
Southeastern,2020-04-05,1587,10958,2044919,Southeastern,822,NA,NA,0.0574245588351282,NA,106,421,0.251781472684086,0.051835793984994,0.205876125166816
Southeastern,2020-04-06,1716,11572,2044919,Southeastern,879,4621,0.190218567409652,0.0614065537908487,0.322821029655873,129,614,0.210097719869707,0.0630831832458889,0.300256391573456
Southeastern,2020-04-07,1813,12518,2044919,Southeastern,886,4911,0.180411321523111,0.0618955707152355,0.343080302237609,97,946,0.102536997885835,0.0474346416655134,0.462610010469852
Southeastern,2020-04-08,1952,13203,2044919,Southeastern,881,4893,0.180053137134682,0.0615462729121021,0.341822830146329,139,685,0.202919708029197,0.0679733524897563,0.334976593204914
Southeastern,2020-04-09,2049,13831,2044919,Southeastern,850,4685,0.181430096051227,0.0593806265326751,0.32729204153598,97,628,0.154458598726115,0.0474346416655134,0.30710262851487
Southeastern,2020-04-10,2188,14612,2044919,Southeastern,861,4825,0.178445595854922,0.0601490816995685,0.337072380023714,139,781,0.17797695262484,0.0679733524897563,0.381922217946041
Southeastern,2020-04-11,2300,15296,2044919,Southeastern,819,4759,0.172094977936541,0.0572149801532481,0.332461649022354,112,684,0.16374269005848,0.0547698955313144,0.334487576280527
Southeastern,2020-04-12,2389,15833,2044919,Southeastern,802,4875,0.164512820512821,0.0560273676225946,0.340565358055048,89,537,0.165735567970205,0.0435225062704195,0.262602088395677
Southeastern,2020-04-13,2443,16105,2044919,Southeastern,727,4533,0.160379439664681,0.0507879005755939,0.316673388320725,54,272,0.198529411764706,0.0264069139168837,0.133012603433192
Southeastern,2020-04-14,2531,16585,2044919,Southeastern,718,4067,0.176542906319154,0.0501591645299538,0.284118833068694,88,480,0.183333333333333,0.0430334893460328,0.234728123705633
Southeastern,2020-04-15,2654,17240,2044919,Southeastern,702,4037,0.173891503591776,0.049041411559927,0.282023046249893,123,655,0.187786259541985,0.0601490816995685,0.320306085473312
Southeastern,2020-04-16,2770,18147,2044919,Southeastern,721,4316,0.167052826691381,0.0503687432118338,0.301513863664736,116,907,0.127894156560088,0.0567259632288614,0.44353835041877
Southeastern,2020-04-17,2877,18736,2044919,Southeastern,689,4124,0.167070805043647,0.0481332372717802,0.288100828024414,107,589,0.181663837011885,0.0523248109093808,0.288030968463788
Southeastern,2020-04-18,2971,19468,2044919,Southeastern,671,4172,0.160834132310642,0.0468757651805,0.291454086934495,94,732,0.128415300546448,0.0459675908923532,0.357960388651091
Southeastern,2020-04-19,3080,20089,2044919,Southeastern,691,4256,0.162359022556391,0.0482729563930335,0.297322290027136,109,621,0.175523349436393,0.0533028447581542,0.303679510044163
Southeastern,2020-04-20,3143,20697,2044919,Southeastern,700,4592,0.152439024390244,0.0489016924386736,0.320795102397699,63,608,0.103618421052632,0.0308080662363644,0.297322290027136
Southeastern,2020-04-21,3212,21316,2044919,Southeastern,681,4731,0.143944197844008,0.0475743607867668,0.330505581324807,69,619,0.111470113085622,0.0337421677826848,0.30270147619539
Southeastern,2020-04-22,3320,21940,2044919,Southeastern,666,4700,0.141702127659574,0.0465264673773666,0.32833993494538,108,624,0.173076923076923,0.0528138278337675,0.305146560817323
Southeastern,2020-04-23,3441,22703,2044919,Southeastern,671,4556,0.147278314310799,0.0468757651805,0.318280158215138,121,763,0.158584534731324,0.0591710478507951,0.37311991330708
Southeastern,2020-04-24,3547,24314,2044919,Southeastern,670,5578,0.120114736464683,0.0468059056198733,0.389676629175602,106,1611,0.0657976412166356,0.051835793984994,0.787806265187032
Southeastern,2020-04-25,3714,25527,2044919,Southeastern,743,6059,0.122627496286516,0.0519056535456207,0.423279077837033,167,1213,0.137675185490519,0.0816658263725849,0.593177529281111
Southeastern,2020-04-26,3857,26553,2044919,Southeastern,777,6464,0.120204207920792,0.0542808786069277,0.451572199890837,143,1026,0.139376218323587,0.0699294201873033,0.501731364420791
Southeastern,2020-04-27,3918,27125,2044919,Southeastern,775,6428,0.120566272557561,0.0541411594856743,0.449057255708277,61,572,0.106643356643357,0.0298300323875909,0.279717680749213
Southeastern,2020-04-28,4020,28048,2044919,Southeastern,808,6732,0.120023767082591,0.0564465249863547,0.470294562138787,102,923,0.110509209100758,0.0498797262874471,0.451362621208957
Southeastern,2020-04-29,4163,29233,2044919,Southeastern,843,7293,0.11559029206088,0.0588916096082884,0.509485775650352,143,1185,0.120675105485232,0.0699294201873033,0.579485055398282
Southeastern,2020-04-30,4369,30329,2044919,Southeastern,928,7626,0.121688958825072,0.0648296722615559,0.532749009339036,206,1096,0.187956204379562,0.100737486423668,0.535962549127863
Southeastern,2020-05-01,4622,31773,2044919,Southeastern,1075,7459,0.14412119587076,0.0750990276736773,0.521082462714381,253,1444,0.175207756232687,0.123721281869844,0.706140438814447
Southeastern,2020-05-02,4804,33013,2044919,Southeastern,1090,7486,0.145605129575207,0.0761469210830775,0.522968670851301,182,1240,0.146774193548387,0.089001080238386,0.606380986239553
Southeastern,2020-05-03,4963,34101,2044919,Southeastern,1106,7548,0.146528881822999,0.0772646740531043,0.527299963610155,159,1088,0.146139705882353,0.077753690977491,0.532050413732769
Southeastern,2020-05-04,5075,35102,2044919,Southeastern,1157,7977,0.145041995737746,0.0808275116450648,0.557269715118999,112,1001,0.111888111888112,0.0547698955313144,0.489505941311123
Southeastern,2020-05-05,5240,36458,2044919,Southeastern,1220,8410,0.145065398335315,0.0852286639645454,0.58751890487035,165,1356,0.121681415929204,0.0806877925238114,0.663106949468414
Southeastern,2020-05-06,5399,37808,2044919,Southeastern,1236,8575,0.144139941690962,0.0863464169345722,0.599045732373752,159,1350,0.117777777777778,0.077753690977491,0.660172847922094
Southeastern,2020-05-07,5591,39816,2044919,Southeastern,1222,9487,0.12880784231053,0.0853683830857988,0.662757651665281,192,2008,0.0956175298804781,0.0938912494822533,0.981945984168566
Southeastern,2020-05-08,5811,41435,2044919,Southeastern,1189,9662,0.123059407990064,0.0830630175851185,0.674983074774949,220,1619,0.135886349598518,0.107583723365082,0.791718400582126
Southeastern,2020-05-09,6030,43796,2044919,Southeastern,1226,10783,0.113697486784754,0.0856478213283055,0.753295642237454,219,2361,0.0927573062261754,0.107094706440695,1.15456895847708
Southeastern,2020-05-10,6195,45045,2044919,Southeastern,1232,10944,0.112573099415205,0.0860669786920656,0.764543031498349,165,1249,0.132105684547638,0.0806877925238114,0.610782138559033
Southeastern,2020-05-11,6313,45829,2044919,Southeastern,1238,10727,0.115409713806283,0.0864861360558256,0.74938350684236,118,784,0.150510204081633,0.0577039970776349,0.383389268719201
Southeastern,2020-05-12,6431,46986,2044919,Southeastern,1191,10528,0.113126899696049,0.0832027367063718,0.735481454277651,118,1157,0.101987899740709,0.0577039970776349,0.565792581515454
Southeastern,2020-05-13,6632,48479,2044919,Southeastern,1233,10671,0.1155468091088,0.0861368382526922,0.745471371447266,201,1493,0.134628265237776,0.098292401801734,0.730102268109397
Southeastern,2020-05-14,6915,50639,2044919,Southeastern,1324,10823,0.122332070590409,0.0924940582697198,0.756090024662521,283,2160,0.131018518518519,0.138391789601446,1.05627655667535
Southeastern,2020-05-15,7206,53046,2044919,Southeastern,1395,11611,0.120144690379812,0.0974540870742139,0.811139358436342,291,2407,0.120897382633984,0.14230392499654,1.17706373699887
Southeastern,2020-05-16,7587,55359,2044919,Southeastern,1557,11563,0.134653636599498,0.108771335895735,0.807786099526261,381,2313,0.164721141374838,0.186315448191346,1.13109614610652
Southeastern,2020-05-17,7826,57112,2044919,Southeastern,1631,12067,0.135162012099113,0.11394094338211,0.842995318082106,239,1753,0.136337706788363,0.11687504492843,0.857246668449948
Southeastern,2020-05-18,7924,58647,2044919,Southeastern,1611,12818,0.125682633796224,0.112543752169576,0.89545984811274,98,1535,0.0638436482084691,0.0479236585899001,0.75064097893364
Southeastern,2020-05-19,8062,60451,2044919,Southeastern,1631,13465,0.121128852580765,0.11394094338211,0.9406589838382,138,1804,0.0764966740576497,0.0674843355653696,0.882186531593672
Southeastern,2020-05-20,8480,62852,2044919,Southeastern,1848,14373,0.128574410352745,0.129100468038098,1.00409146488722,418,2401,0.174094127446897,0.204409074393656,1.17412963545255
Southeastern,2020-05-21,8788,65477,2044919,Southeastern,1873,14838,0.12622995012805,0.130846957053765,1.03657616057863,308,2625,0.117333333333333,0.150617212711115,1.28366942651518
Southeastern,2020-05-22,9129,68514,2044919,Southeastern,1923,15468,0.124321179208689,0.134339935085099,1.08058768377343,341,3037,0.112281857095818,0.166754771215877,1.48514439936252
Southeastern,2020-05-23,9488,70607,2044919,Southeastern,1901,15248,0.124672088142707,0.132803024751312,1.06521858043556,359,2093,0.171524128045867,0.175557075854838,1.02351242274144
Southeastern,2020-05-24,9809,73033,2044919,Southeastern,1983,15921,0.124552477859431,0.1385315087227,1.11223406473732,321,2426,0.132316570486397,0.156974432728142,1.18635505856222
Southeastern,2020-05-25,10009,75000,2044919,Southeastern,2085,16353,0.127499541368556,0.145657183906621,1.14241339492804,200,1967,0.101677681748856,0.0978033848773472,0.96189629026871
Southeastern,2020-05-26,10196,77152,2044919,Southeastern,2134,16701,0.127776779833543,0.149080302377328,1.16672452202613,187,2152,0.0868959107806691,0.0914461648603197,1.05236442128026
Southeastern,2020-05-27,10672,81515,2044919,Southeastern,2192,18663,0.117451642286878,0.153132156893675,1.30378897997567,476,4363,0.109099243639697,0.232772056008086,2.13358084109933
Southeastern,2020-05-28,11056,84324,2044919,Southeastern,2268,18847,0.120337454236749,0.158441483501303,1.31664313913097,384,2809,0.136703453186187,0.187782498964507,1.37364854060234
Southeastern,2020-05-29,11653,89320,2044919,Southeastern,2524,20806,0.121311160242238,0.176325531021732,1.45349801839863,597,4996,0.119495596477182,0.291943103858882,2.44312855423613
Southeastern,2020-05-30,12025,93052,2044919,Southeastern,2537,22445,0.113031855647137,0.177233705309879,1.56799783826576,372,3732,0.0996784565916399,0.181914295871866,1.8250111618113
Southeastern,2020-05-31,12145,96724,2044919,Southeastern,2336,23691,0.0986028449622219,0.163191933623917,1.6550428508066,120,3672,0.0326797385620915,0.0586820309264083,1.79567014634809
Southeastern,2020-06-01,12238,98165,2044919,Southeastern,2229,23165,0.0962227498381178,0.155716960636862,1.61829672191696,93,1441,0.0645385149201943,0.0454785739679665,0.704673388041287
Southeastern,2020-06-02,12512,102040,2044919,Southeastern,2316,24888,0.0930568948891032,0.161794742411383,1.73866474487673,274,3875,0.0707096774193548,0.133990637281966,1.8949405819986
Southeastern,2020-06-03,12721,108149,2044919,Southeastern,2049,26634,0.0769317413831944,0.14314223972406,1.8606395377309,209,6109,0.0342118186282534,0.102204537196828,2.98740439107857
Southeastern,2020-06-04,13101,111906,2044919,Southeastern,2045,27582,0.0741425567399028,0.142862801481554,1.92686640120499,380,3757,0.101144530210274,0.18582643126696,1.83723658492097
Southeastern,2020-06-05,13339,116811,2044919,Southeastern,1686,27491,0.0613291622712888,0.117783219216577,1.92050918118797,238,4905,0.0485219164118247,0.116386028004043,2.39862801411694
Southeastern,2020-06-06,13548,122726,2044919,Southeastern,1523,29674,0.0513243917233942,0.106396110834428,2.073012602036,209,5915,0.0353338968723584,0.102204537196828,2.89253510774754
Southeastern,2020-06-07,13700,127594,2044919,Southeastern,1555,30870,0.0503725299643667,0.108631616774482,2.15656463654551,152,4868,0.0312243221035333,0.0743305725067839,2.38053438791463
Southeastern,2020-06-08,13823,130738,2044919,Southeastern,1585,32573,0.0486599330734044,0.110727403593282,2.27553546829274,123,3144,0.0391221374045802,0.0601490816995685,1.5374692102719
Southeastern,2020-06-09,13953,137188,2044919,Southeastern,1441,35148,0.0409980653237738,0.100667626863041,2.45542383690643,130,6450,0.0201550387596899,0.0635722001702757,3.15415916229445
Southeastern,2020-06-10,14122,141529,2044919,Southeastern,1401,33380,0.0419712402636309,0.0978732444379739,2.33191213371846,169,4341,0.0389311218613223,0.0826438602213584,2.12282246876282
Southeastern,2020-06-11,14310,145103,2044919,Southeastern,1209,33197,0.0364189535198964,0.084460208797652,2.31912783412378,188,3574,0.0526021264689424,0.0919351817847064,1.74774648775819
Southeastern,2020-06-12,14451,149750,2044919,Southeastern,1112,32939,0.0337593733871702,0.0776838314168644,2.3011040674821,141,4647,0.0303421562298257,0.0689513863385298,2.27246164762516
Southeastern,2020-06-13,14592,154909,2044919,Southeastern,1044,32183,0.0324394866855172,0.0729333812942504,2.24829023964833,141,5159,0.0273308780771467,0.0689513863385298,2.52283831291117
Southeastern,2020-06-14,14714,158639,2044919,Southeastern,1014,31045,0.0326622644548236,0.0708375944754501,2.16879005965518,122,3730,0.0327077747989276,0.0596600647751818,1.82403312796253
Southeastern,2020-06-15,14809,160847,2044919,Southeastern,986,30109,0.0327476834169185,0.0688815267779031,2.10340151090861,95,2208,0.0430253623188406,0.0464566078167399,1.07974936904591
Southeastern,2020-06-16,14968,165343,2044919,Southeastern,1015,28155,0.036050435091458,0.0709074540360767,1.96689592944408,159,4496,0.035364768683274,0.077753690977491,2.19862009204277
Southeastern,2020-06-17,15092,168601,2044919,Southeastern,970,27072,0.035830378250591,0.0677637738078763,1.89123802528539,124,3258,0.0380601596071209,0.0606380986239553,1.59321713965199
Southeastern,2020-06-18,15337,172881,2044919,Southeastern,1027,27778,0.0369717042263662,0.0717457687635968,1.94055887508782,245,4280,0.0572429906542056,0.11980914647475,2.09299243637523
Southern,2020-03-15,6,NA,1244485,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern,2020-03-16,10,NA,1244485,Southern,NA,NA,NA,NA,NA,4,NA,NA,0.00321418096642386,NA
Southern,2020-03-17,19,NA,1244485,Southern,NA,NA,NA,NA,NA,9,NA,NA,0.00723190717445369,NA
Southern,2020-03-18,23,NA,1244485,Southern,NA,NA,NA,NA,NA,4,NA,NA,0.00321418096642386,NA
Southern,2020-03-19,32,NA,1244485,Southern,NA,NA,NA,NA,NA,9,NA,NA,0.00723190717445369,NA
Southern,2020-03-20,42,NA,1244485,Southern,NA,NA,NA,NA,NA,10,NA,NA,0.00803545241605965,NA
Southern,2020-03-21,61,NA,1244485,Southern,NA,NA,NA,NA,NA,19,NA,NA,0.0152673595905133,NA
Southern,2020-03-22,74,NA,1244485,Southern,68,NA,NA,0.00780586806131509,NA,13,NA,NA,0.0104460881408776,NA
Southern,2020-03-23,77,NA,1244485,Southern,67,NA,NA,0.00769107588394281,NA,3,NA,NA,0.0024106357248179,NA
Southern,2020-03-24,91,NA,1244485,Southern,72,NA,NA,0.00826503677080422,NA,14,NA,NA,0.0112496333824835,NA
Southern,2020-03-25,116,NA,1244485,Southern,93,NA,NA,0.0106756724956221,NA,25,NA,NA,0.0200886310401491,NA
Southern,2020-03-26,148,NA,1244485,Southern,116,NA,NA,0.0133158925751846,NA,32,NA,NA,0.0257134477313909,NA
Southern,2020-03-27,182,NA,1244485,Southern,140,NA,NA,0.0160709048321193,NA,34,NA,NA,0.0273205382146028,NA
Southern,2020-03-28,214,NA,1244485,Southern,153,NA,NA,0.017563203137959,NA,32,NA,NA,0.0257134477313909,NA
Southern,2020-03-29,236,NA,1244485,Southern,162,NA,NA,0.0185963327343095,NA,22,NA,NA,0.0176779953153312,NA
Southern,2020-03-30,252,5485,1244485,Southern,175,NA,NA,0.0200886310401491,NA,16,NA,NA,0.0128567238656954,NA
Southern,2020-03-31,269,5829,1244485,Southern,178,NA,NA,0.020433007572266,NA,17,344,0.0494186046511628,0.0136602691073014,0.276419563112452
Southern,2020-04-01,303,6304,1244485,Southern,187,NA,NA,0.0214661371686165,NA,34,475,0.071578947368421,0.0273205382146028,0.381683989762834
Southern,2020-04-02,323,6686,1244485,Southern,175,NA,NA,0.0200886310401491,NA,20,382,0.0523560209424084,0.0160709048321193,0.306954282293479
Southern,2020-04-03,348,7236,1244485,Southern,166,NA,NA,0.0190555014437986,NA,25,550,0.0454545454545455,0.0200886310401491,0.441949882883281
Southern,2020-04-04,366,7545,1244485,Southern,152,NA,NA,0.0174484109605867,NA,18,309,0.058252427184466,0.0144638143489074,0.248295479656243
Southern,2020-04-05,387,7990,1244485,Southern,151,NA,NA,0.0173336187832144,NA,21,445,0.0471910112359551,0.0168744500737253,0.357577632514655
Southern,2020-04-06,407,8337,1244485,Southern,155,2852,0.0543478260869565,0.0177927874927035,0.327387289865745,20,347,0.0576368876080692,0.0160709048321193,0.27883019883727
Southern,2020-04-07,428,8639,1244485,Southern,159,2810,0.0565836298932384,0.0182519562021926,0.322566018416109,21,302,0.0695364238410596,0.0168744500737253,0.242670662965002
Southern,2020-04-08,449,9009,1244485,Southern,146,2705,0.0539741219963031,0.016759657896353,0.31051283979202,21,370,0.0567567567567568,0.0168744500737253,0.297311739394207
Southern,2020-04-09,465,9365,1244485,Southern,142,2679,0.0530048525569242,0.0163004891868639,0.30752824318034,16,356,0.0449438202247191,0.0128567238656954,0.286062106011724
Southern,2020-04-10,485,9731,1244485,Southern,137,2495,0.0549098196392786,0.0157265283000025,0.28640648254384,20,366,0.0546448087431694,0.0160709048321193,0.294097558427783
Southern,2020-04-11,505,10160,1244485,Southern,139,2615,0.0531548757170172,0.015956112654747,0.300181543828514,20,429,0.0466200466200466,0.0160709048321193,0.344720908648959
Southern,2020-04-12,521,10496,1244485,Southern,134,2506,0.0534716679968077,0.0153821517678856,0.287669196494936,16,336,0.0476190476190476,0.0128567238656954,0.269991201179604
Southern,2020-04-13,534,10707,1244485,Southern,127,2370,0.0535864978902954,0.0145786065262797,0.272057460372305,13,211,0.0616113744075829,0.0104460881408776,0.169548045978859
Southern,2020-04-14,543,10929,1244485,Southern,115,2290,0.0502183406113537,0.0132011003978123,0.262874086182523,9,222,0.0405405405405405,0.00723190717445369,0.178387043636524
Southern,2020-04-15,559,11241,1244485,Southern,110,2232,0.0492831541218638,0.0126271395109509,0.256216139894931,16,312,0.0512820512820513,0.0128567238656954,0.250706115381061
Southern,2020-04-16,562,11568,1244485,Southern,97,2203,0.0440308669995461,0.0111348412051112,0.252887166751135,3,327,0.00917431192660551,0.0024106357248179,0.262759294005151
Southern,2020-04-17,571,11905,1244485,Southern,86,2174,0.0395584176632935,0.00987212725401615,0.249558193607338,9,337,0.0267062314540059,0.00723190717445369,0.27079474642121
