Region,Date,Cases,Tests,Population,County,newCases,newTests,posFraction,newCases.per1000,newTests.per1000,dailyPos,dailyTests,dailyFractionPos,Cases.per1000,Tests.per1000
Southern,2020-04-18,589,12271,1244485,Southern,84,2111,0.039791567977262,0.00964254289927159,0.242326286432885,18,366,0.0491803278688525,0.0144638143489074,0.294097558427783
Southern,2020-04-19,607,12725,1244485,Southern,86,2229,0.0385823239120682,0.00987212725401615,0.255871763362814,18,454,0.039647577092511,0.0144638143489074,0.364809539689108
Southern,2020-04-20,622,13082,1244485,Southern,88,2375,0.0370526315789474,0.0101017116087607,0.272631421259167,15,357,0.0420168067226891,0.0120531786240895,0.28686565125333
Southern,2020-04-21,643,13303,1244485,Southern,100,2374,0.04212299915754,0.0114792177372281,0.272516629081795,21,221,0.0950226244343891,0.0168744500737253,0.177583498394918
Southern,2020-04-22,662,13742,1244485,Southern,103,2501,0.0411835265893643,0.0118235942693449,0.287095235608074,19,439,0.0432801822323462,0.0152673595905133,0.352756361065019
Southern,2020-04-23,682,14367,1244485,Southern,120,2799,0.0428724544480171,0.0137750612846737,0.321303304465014,20,625,0.032,0.0160709048321193,0.502215776003728
Southern,2020-04-24,716,15056,1244485,Southern,145,3151,0.0460171374166931,0.0166448657189807,0.361710150900057,34,689,0.0493468795355588,0.0273205382146028,0.55364267146651
Southern,2020-04-25,759,15698,1244485,Southern,170,3427,0.0496060694484972,0.0195146701532877,0.393392791854806,43,642,0.0669781931464174,0.0345524453890565,0.51587604511103
Southern,2020-04-26,774,16311,1244485,Southern,167,3586,0.0465699944227552,0.0191702936211709,0.411644748056999,15,613,0.0244698205546493,0.0120531786240895,0.492573233104457
Southern,2020-04-27,799,16946,1244485,Southern,177,3864,0.0458074534161491,0.0203182153948937,0.443556973366493,25,635,0.0393700787401575,0.0200886310401491,0.510251228419788
Southern,2020-04-28,826,17804,1244485,Southern,183,4501,0.0406576316374139,0.0210069684591274,0.516679590352636,27,858,0.0314685314685315,0.0216957215233611,0.689441817297918
Southern,2020-04-29,846,19010,1244485,Southern,184,5268,0.0349278663629461,0.0211217606364997,0.604725190397175,20,1206,0.0165837479270315,0.0160709048321193,0.969075561376794
Southern,2020-04-30,873,19719,1244485,Southern,191,5352,0.0356875934230194,0.0219253058781056,0.614367733296447,27,709,0.0380818053596615,0.0216957215233611,0.56971357629863
Southern,2020-05-01,924,20597,1244485,Southern,208,5541,0.037538350478253,0.0238767728934344,0.636063454819808,51,878,0.0580865603644647,0.0409808073219042,0.705512722130038
Southern,2020-05-02,961,21319,1244485,Southern,202,5621,0.0359366660736524,0.0231880198292007,0.64524682900959,37,722,0.0512465373961219,0.0297311739394207,0.580159664439507
Southern,2020-05-03,993,21951,1244485,Southern,219,5640,0.0388297872340426,0.0251394868445295,0.647427880379664,32,632,0.0506329113924051,0.0257134477313909,0.50784059269497
Southern,2020-05-04,1031,22633,1244485,Southern,232,5687,0.0407947951468261,0.0266317851503691,0.652823112716161,38,682,0.0557184750733138,0.0305347191810267,0.548017854775269
Southern,2020-05-05,1061,23326,1244485,Southern,235,5522,0.0425570445490764,0.026976161682486,0.633882403449735,30,693,0.0432900432900433,0.024106357248179,0.556856852432934
Southern,2020-05-06,1089,24213,1244485,Southern,243,5203,0.0467038247165097,0.0278944991014642,0.597263698867977,28,887,0.0315670800450958,0.022499266764967,0.712744629304491
Southern,2020-05-07,1129,25464,1244485,Southern,256,5745,0.0445604873803307,0.0293867974073039,0.659481059003753,40,1251,0.0319744204636291,0.0321418096642386,1.00523509724906
Southern,2020-05-08,1165,26588,1244485,Southern,241,5991,0.0402270071774328,0.0276649147467197,0.687719934637334,36,1124,0.0320284697508897,0.0289276286978148,0.903184851565105
Southern,2020-05-09,1201,27473,1244485,Southern,240,6154,0.0389990250243744,0.0275501225693474,0.706431059549016,36,885,0.0406779661016949,0.0289276286978148,0.71113753882128
Southern,2020-05-10,1228,28320,1244485,Southern,235,6369,0.0368974721306328,0.026976161682486,0.731111377684056,27,847,0.0318772136953955,0.0216957215233611,0.680602819640253
Southern,2020-05-11,1246,29352,1244485,Southern,215,6719,0.031998809346629,0.0246803181350404,0.771288639764355,18,1032,0.0174418604651163,0.0144638143489074,0.829258689337356
Southern,2020-05-12,1265,30446,1244485,Southern,204,7120,0.0286516853932584,0.0234176041839453,0.817320302890639,19,1094,0.0173674588665448,0.0152673595905133,0.879078494316926
Southern,2020-05-13,1301,31425,1244485,Southern,212,7212,0.0293954520244038,0.0243359416029235,0.827881183208889,36,979,0.0367722165474974,0.0289276286978148,0.78667079153224
Southern,2020-05-14,1333,32657,1244485,Southern,204,7193,0.0283609064368136,0.0234176041839453,0.825700131838816,32,1232,0.025974025974026,0.0257134477313909,0.98996773765855
Southern,2020-05-15,1372,34543,1244485,Southern,207,7955,0.0260213702074167,0.0237619807160621,0.913171770996494,39,1886,0.02067868504772,0.0313382644226327,1.51548632566885
Southern,2020-05-16,1416,35571,1244485,Southern,215,8098,0.0265497653741665,0.0246803181350404,0.92958705236073,44,1028,0.0428015564202335,0.0353559906306625,0.826044508370933
Southern,2020-05-17,1459,36956,1244485,Southern,231,8636,0.0267484946734599,0.0265169929729969,0.991345243787017,43,1385,0.0310469314079422,0.0345524453890565,1.11291015962426
Southern,2020-05-18,1472,37741,1244485,Southern,226,8389,0.0269400405292645,0.0259430320861355,0.962991575976064,13,785,0.0165605095541401,0.0104460881408776,0.630783014660683
Southern,2020-05-19,1486,38466,1244485,Southern,221,8020,0.0275561097256858,0.0253690711992741,0.920633262525692,14,725,0.0193103448275862,0.0112496333824835,0.582570300164325
Southern,2020-05-20,1531,39772,1244485,Southern,230,8347,0.0275548101114173,0.0264022007956246,0.958170304526428,45,1306,0.0344563552833078,0.0361595358722685,1.04943008553739
Southern,2020-05-21,1601,41981,1244485,Southern,268,9324,0.0287430287430287,0.0307643035357713,1.07032226181915,70,2209,0.03168854685378,0.0562481669124176,1.77503143870758
Southern,2020-05-22,1670,44633,1244485,Southern,298,10090,0.0295341922695738,0.0342080688569397,1.15825306968631,69,2652,0.0260180995475113,0.0554446216708116,2.13100198073902
Southern,2020-05-23,1705,46664,1244485,Southern,289,11093,0.0260524655187956,0.0331749392605891,1.27338962359071,35,2031,0.017232890201871,0.0281240834562088,1.63200038570172
Southern,2020-05-24,1734,48121,1244485,Southern,275,11165,0.0246305418719212,0.0315678487773772,1.28165466036152,29,1457,0.0199039121482498,0.023302812006573,1.17076541701989
Southern,2020-05-25,1790,50389,1244485,Southern,318,12648,0.0251423149905123,0.0365039124043853,1.45189145940461,56,2268,0.0246913580246914,0.0449985335299341,1.82244060796233
Southern,2020-05-26,1842,53232,1244485,Southern,356,14766,0.0241094406067994,0.040866015144532,1.6950212910791,52,2843,0.0182905381639114,0.0417843525635102,2.28447912188576
Southern,2020-05-27,1885,55041,1244485,Southern,354,15269,0.0231842294845766,0.0406364307897874,1.75276175629736,43,1809,0.0237700386954118,0.0345524453890565,1.45361334206519
Southern,2020-05-28,1953,58146,1244485,Southern,352,16165,0.0217754407670894,0.0404068464350428,1.85561554722292,68,3105,0.0219001610305958,0.0546410764292057,2.49500797518652
Southern,2020-05-29,2015,61282,1244485,Southern,345,16649,0.0207219652832002,0.0396033011934369,1.9111749610711,62,3136,0.0197704081632653,0.0498198049795699,2.51991787767631
Southern,2020-05-30,2089,63567,1244485,Southern,384,16903,0.0227178607347808,0.0440801961109558,1.94033217412366,74,2285,0.0323851203501094,0.0594623478788414,1.83610087706963
Southern,2020-05-31,2106,64786,1244485,Southern,372,16665,0.0223222322232223,0.0427026899824885,1.91301163590906,17,1219,0.0139458572600492,0.0136602691073014,0.979521649517672
Southern,2020-06-01,2121,65329,1244485,Southern,331,14940,0.0221552878179384,0.0379962107102249,1.71499512994187,15,543,0.0276243093922652,0.0120531786240895,0.436325066192039
Southern,2020-06-02,2158,67709,1244485,Southern,316,14477,0.0218277267389653,0.0362743280496407,1.66184635181851,37,2380,0.015546218487395,0.0297311739394207,1.9124376750222
Southern,2020-06-03,2351,71555,1244485,Southern,466,16514,0.0282184812886036,0.0534931546554828,1.89567801712585,193,3846,0.0501820072802912,0.155084231629951,3.09043499921654
Southern,2020-06-04,2386,74615,1244485,Southern,433,16469,0.0262918209970247,0.0497050128021976,1.89051236914409,35,3060,0.011437908496732,0.0281240834562088,2.45884843931425
Southern,2020-06-05,2424,77320,1244485,Southern,409,16038,0.0255019329093403,0.0469500005452628,1.84103694069664,38,2705,0.0140480591497227,0.0305347191810267,2.17358987854414
Southern,2020-06-06,2447,79429,1244485,Southern,358,15862,0.0225696633463624,0.0410955994992765,1.82083351747912,23,2109,0.0109056424845899,0.0184815405569372,1.69467691454698
Southern,2020-06-07,2492,81776,1244485,Southern,386,16990,0.0227192466156563,0.0443097804657004,1.95031909355505,45,2347,0.0191734128674904,0.0361595358722685,1.8859206820492
Southern,2020-06-08,2529,83407,1244485,Southern,408,18078,0.0225688682376369,0.0468352083678906,2.07521298253609,37,1631,0.0226854690374004,0.0297311739394207,1.31058228905933
Southern,2020-06-09,2568,86158,1244485,Southern,410,18449,0.022223426743997,0.0470647927226351,2.11780088034121,39,2751,0.0141766630316249,0.0313382644226327,2.21055295965801
Southern,2020-06-10,2602,88586,1244485,Southern,251,17031,0.0147378310140332,0.0288128365204425,1.95502557282731,34,2428,0.014003294892916,0.0273205382146028,1.95100784661928
Southern,2020-06-11,2633,90203,1244485,Southern,247,15588,0.0158455221965615,0.0283536678109534,1.78938046087911,31,1617,0.0191713048855906,0.0249099024897849,1.29933265567685
Southern,2020-06-12,2706,92876,1244485,Southern,282,15556,0.0181280534841862,0.0323713940189832,1.7857071112032,73,2673,0.0273101384212495,0.0586588026372355,2.14787643081275
Southern,2020-06-13,2738,95325,1244485,Southern,291,15896,0.0183064921992954,0.0334045236153337,1.82473645150978,32,2449,0.0130665577786852,0.0257134477313909,1.96788229669301
Southern,2020-06-14,2770,97075,1244485,Southern,278,15299,0.0181711222955749,0.0319122253094941,1.75620552161852,32,1750,0.0182857142857143,0.0257134477313909,1.40620417281044
Southern,2020-06-15,2787,98416,1244485,Southern,258,15009,0.017189686188287,0.0296163817620484,1.72291579018056,17,1341,0.0126771066368382,0.0136602691073014,1.0775541689936
Southern,2020-06-16,2813,101671,1244485,Southern,245,15513,0.0157932056984465,0.0281240834562088,1.78077104757619,26,3255,0.00798771121351767,0.0208921762817551,2.61553976142742
Southern,2020-06-17,2852,103662,1244485,Southern,250,15076,0.0165826479172194,0.0286980443430702,1.73060686606451,39,1991,0.0195881466599699,0.0313382644226327,1.59985857603748
Southern,2020-06-18,2891,105873,1244485,Southern,258,15670,0.016464582003829,0.0296163817620484,1.79879341942364,39,2211,0.0176390773405699,0.0313382644226327,1.77663852919079
Western,2020-03-15,1,NA,795255,Western,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western,2020-03-16,1,NA,795255,Western,NA,NA,NA,NA,NA,0,NA,NA,0,NA
Western,2020-03-17,1,NA,795255,Western,NA,NA,NA,NA,NA,0,NA,NA,0,NA
Western,2020-03-18,2,NA,795255,Western,NA,NA,NA,NA,NA,1,NA,NA,0.00125745829953914,NA
Western,2020-03-19,4,NA,795255,Western,NA,NA,NA,NA,NA,2,NA,NA,0.00251491659907828,NA
Western,2020-03-20,11,NA,795255,Western,NA,NA,NA,NA,NA,7,NA,NA,0.00880220809677399,NA
Western,2020-03-21,13,NA,795255,Western,NA,NA,NA,NA,NA,2,NA,NA,0.00251491659907828,NA
Western,2020-03-22,15,NA,795255,Western,14,NA,NA,0.00251491659907828,NA,2,NA,NA,0.00251491659907828,NA
Western,2020-03-23,19,NA,795255,Western,18,NA,NA,0.00323346419881494,NA,4,NA,NA,0.00502983319815657,NA
Western,2020-03-24,22,NA,795255,Western,21,NA,NA,0.00377237489861743,NA,3,NA,NA,0.00377237489861742,NA
Western,2020-03-25,29,NA,795255,Western,27,NA,NA,0.0048501962982224,NA,7,NA,NA,0.00880220809677399,NA
Western,2020-03-26,33,NA,795255,Western,29,NA,NA,0.00520947009809073,NA,4,NA,NA,0.00502983319815657,NA
Western,2020-03-27,42,NA,795255,Western,31,NA,NA,0.00556874389795906,NA,9,NA,NA,0.0113171246958523,NA
Western,2020-03-28,46,NA,795255,Western,33,NA,NA,0.00592801769782738,NA,4,NA,NA,0.00502983319815657,NA
Western,2020-03-29,50,NA,795255,Western,35,NA,NA,0.00628729149769571,NA,4,NA,NA,0.00502983319815657,NA
Western,2020-03-30,58,2393,795255,Western,39,NA,NA,0.00700583909743236,NA,8,NA,NA,0.0100596663963131,NA
Western,2020-03-31,67,2725,795255,Western,45,NA,NA,0.00808366049703734,NA,9,332,0.0271084337349398,0.0113171246958523,0.417476155446995
Western,2020-04-01,73,2955,795255,Western,44,NA,NA,0.00790402359710317,NA,6,230,0.0260869565217391,0.00754474979723485,0.289215408894003
Western,2020-04-02,80,3079,795255,Western,47,NA,NA,0.00844293429690566,NA,7,124,0.0564516129032258,0.00880220809677399,0.155924829142854
Western,2020-04-03,92,3731,795255,Western,50,NA,NA,0.00898184499670815,NA,12,652,0.0184049079754601,0.0150894995944697,0.81986281129952
Western,2020-04-04,101,4017,795255,Western,55,NA,NA,0.00988002949637897,NA,9,286,0.0314685314685315,0.0113171246958523,0.359633073668194
Western,2020-04-05,108,4426,795255,Western,58,NA,NA,0.0104189401961815,NA,7,409,0.0171149144254279,0.00880220809677399,0.514300444511509
Western,2020-04-06,111,4660,795255,Western,53,2267,0.023378914865461,0.00952075569651064,0.407236852150748,3,234,0.0128205128205128,0.00377237489861742,0.294245242092159
Western,2020-04-07,111,4795,795255,Western,44,2070,0.021256038647343,0.00790402359710317,0.371848382863718,0,135,0,0,0.169756870437784
Western,2020-04-08,115,5077,795255,Western,42,2122,0.0197926484448633,0.00754474979723485,0.381189501660294,4,282,0.0141843971631206,0.00502983319815657,0.354603240470038
Western,2020-04-09,120,5320,795255,Western,40,2241,0.0178491744756805,0.00718547599736652,0.402566292752459,5,243,0.0205761316872428,0.00628729149769571,0.305562366788011
Western,2020-04-10,131,5754,795255,Western,39,2023,0.0192782995551162,0.00700583909743236,0.363405448566812,11,434,0.0253456221198157,0.0138320412949306,0.545736901999987
Western,2020-04-11,134,5973,795255,Western,33,1956,0.0168711656441718,0.00592801769782738,0.351369776271223,3,219,0.0136986301369863,0.00377237489861742,0.275383367599072
Western,2020-04-12,140,6184,795255,Western,32,1758,0.0182025028441411,0.00574838079789322,0.315801670084259,6,211,0.028436018957346,0.00754474979723485,0.265323701202759
Western,2020-04-13,141,6328,795255,Western,30,1668,0.0179856115107914,0.00538910699802489,0.299634349090184,1,144,0.00694444444444444,0.00125745829953914,0.181073995133636
Western,2020-04-14,143,6630,795255,Western,32,1835,0.0174386920980926,0.00574838079789322,0.329633711379189,2,302,0.00662251655629139,0.00251491659907828,0.379752406460821
Western,2020-04-15,146,6882,795255,Western,31,1805,0.0171745152354571,0.00556874389795906,0.324244604381164,3,252,0.0119047619047619,0.00377237489861742,0.316879491483864
Western,2020-04-16,152,7132,795255,Western,32,1812,0.0176600441501104,0.00574838079789322,0.325502062680703,6,250,0.024,0.00754474979723485,0.314364574884785
Western,2020-04-17,156,7376,795255,Western,25,1622,0.0154130702836005,0.00449092249835408,0.291371051693212,4,244,0.0163934426229508,0.00502983319815657,0.306819825087551
Western,2020-04-18,160,7703,795255,Western,26,1730,0.015028901734104,0.00467055939828824,0.310771836886102,4,327,0.0122324159021407,0.00502983319815657,0.411188863949299
Western,2020-04-19,163,7887,795255,Western,23,1703,0.0135055783910746,0.00413164869848575,0.30592164058788,3,184,0.016304347826087,0.00377237489861742,0.231372327115202
Western,2020-04-20,163,8051,795255,Western,22,1723,0.0127684271619269,0.00395201179855159,0.309514378586563,0,164,0,0,0.206223161124419
Western,2020-04-21,165,8268,795255,Western,22,1638,0.0134310134310134,0.00395201179855159,0.294245242092159,2,217,0.00921658986175115,0.00251491659907828,0.272868450999994
Western,2020-04-22,168,8650,795255,Western,22,1768,0.0124434389140271,0.00395201179855159,0.3175980390836,3,382,0.00785340314136126,0.00377237489861742,0.480349070423952
Western,2020-04-23,171,8950,795255,Western,19,1818,0.0104510451045105,0.0034131010987491,0.326579884080309,3,300,0.01,0.00377237489861742,0.377237489861742
Western,2020-04-24,173,9291,795255,Western,17,1915,0.00887728459530026,0.00305382729888077,0.344004663373922,2,341,0.00586510263929619,0.00251491659907828,0.428793280142847
Western,2020-04-25,175,9589,795255,Western,15,1886,0.00795334040296925,0.00269455349901245,0.338795193275832,2,298,0.00671140939597315,0.00251491659907828,0.374722573262664
Western,2020-04-26,177,9870,795255,Western,14,1983,0.00706001008572869,0.00251491659907828,0.356219972569445,2,281,0.00711743772241993,0.00251491659907828,0.353345782170499
Western,2020-04-27,177,10185,795255,Western,14,2134,0.00656044985941893,0.00251491659907828,0.383345144459504,0,315,0,0,0.39609936435483
Western,2020-04-28,182,10360,795255,Western,17,2092,0.00812619502868069,0.00305382729888077,0.375800394662269,5,175,0.0285714285714286,0.00628729149769571,0.22005520241935
Western,2020-04-29,183,10663,795255,Western,15,2013,0.00745156482861401,0.00269455349901245,0.36160907956747,1,303,0.0033003300330033,0.00125745829953914,0.38100986476036
Western,2020-04-30,190,11088,795255,Western,19,2138,0.00888681010289991,0.0034131010987491,0.384063692059241,7,425,0.0164705882352941,0.00880220809677399,0.534419777304135
Western,2020-05-01,191,11429,795255,Western,18,2138,0.00841908325537886,0.00323346419881494,0.384063692059241,1,341,0.00293255131964809,0.00125745829953914,0.428793280142847
Western,2020-05-02,200,11808,795255,Western,25,2219,0.0112663361874718,0.00449092249835408,0.398614280953908,9,379,0.0237467018469657,0.0113171246958523,0.476576695525335
Western,2020-05-03,209,12192,795255,Western,32,2322,0.0137812230835487,0.00574838079789322,0.417116881647127,9,384,0.0234375,0.0113171246958523,0.48286398702303
Western,2020-05-04,220,12681,795255,Western,43,2496,0.0172275641025641,0.00772438669716901,0.448373702235671,11,489,0.0224948875255624,0.0138320412949306,0.61489710847464
Western,2020-05-05,225,13100,795255,Western,43,2740,0.0156934306569343,0.00772438669716901,0.492205105819607,5,419,0.0119331742243437,0.00628729149769571,0.5268750275069
Western,2020-05-06,236,13695,795255,Western,53,3032,0.0174802110817942,0.00952075569651064,0.544659080600382,11,595,0.0184873949579832,0.0138320412949306,0.748187688225789
Western,2020-05-07,241,14409,795255,Western,51,3321,0.015356820234869,0.00916148189664232,0.596574144681356,5,714,0.00700280112044818,0.00628729149769571,0.897825225870947
Western,2020-05-08,250,15087,795255,Western,59,3658,0.0161290322580645,0.0105985770961156,0.657111779959169,9,678,0.0132743362831858,0.0113171246958523,0.852556727087538
Western,2020-05-09,259,15793,795255,Western,59,3985,0.0148055207026349,0.0105985770961156,0.71585304623764,9,706,0.0127478753541076,0.0113171246958523,0.887765559474634
Western,2020-05-10,262,16209,795255,Western,53,4017,0.013193925815285,0.00952075569651064,0.721601427035533,3,416,0.00721153846153846,0.00377237489861742,0.523102652608283
Western,2020-05-11,270,16604,795255,Western,50,3923,0.012745347947999,0.00898184499670815,0.704715558441722,8,395,0.020253164556962,0.0100596663963131,0.496696028317961
Western,2020-05-12,280,17390,795255,Western,55,4290,0.0128205128205128,0.00988002949637897,0.77064230071756,10,786,0.0127226463104326,0.0125745829953914,0.988362223437765
Western,2020-05-13,291,18291,795255,Western,55,4596,0.0119669277632724,0.00988002949637897,0.825611192097414,11,901,0.0122086570477248,0.0138320412949306,1.13296992788477
Western,2020-05-14,307,19167,795255,Western,66,4758,0.0138713745271122,0.0118560353956548,0.854712369886748,16,876,0.0182648401826484,0.0201193327926263,1.10153347039629
Western,2020-05-15,319,19654,795255,Western,69,4567,0.0151083862491789,0.0123949460954573,0.820401721999323,12,487,0.0246406570841889,0.0150894995944697,0.612382191875562
Western,2020-05-16,327,20243,795255,Western,68,4450,0.0152808988764045,0.0122153091955231,0.799384204707026,8,589,0.0135823429541596,0.0100596663963131,0.740642938428554
Western,2020-05-17,342,21246,795255,Western,80,5037,0.0158824697240421,0.014370951994733,0.90483106496838,15,1003,0.0149551345962114,0.0188618744930871,1.26123067443776
Western,2020-05-18,355,21751,795255,Western,85,5147,0.0165144744511366,0.0152691364944039,0.924591123961137,13,505,0.0257425742574257,0.0163469578940088,0.635016441267267
Western,2020-05-19,367,22147,795255,Western,87,4757,0.0182888375026277,0.0156284102942722,0.854532732986814,12,396,0.0303030303030303,0.0150894995944697,0.4979534866175
Western,2020-05-20,379,22707,795255,Western,88,4416,0.0199275362318841,0.0158080471942063,0.793276550109264,12,560,0.0214285714285714,0.0150894995944697,0.704176647741919
Western,2020-05-21,400,23542,795255,Western,93,4375,0.0212571428571429,0.0167062316938772,0.785911437211963,21,835,0.0251497005988024,0.026406624290322,1.04997768011518
Western,2020-05-22,419,24359,795255,Western,100,4705,0.0212539851222104,0.0179636899934163,0.845191614190237,19,817,0.0232558139534884,0.0238917076912437,1.02734343072348
Western,2020-05-23,439,25062,795255,Western,112,4819,0.0232413363768417,0.0201193327926263,0.865670220782732,20,703,0.0284495021337127,0.0251491659907828,0.883993184576016
Western,2020-05-24,457,25750,795255,Western,115,4504,0.0255328596802842,0.0206582434924288,0.80908459730347,18,688,0.0261627906976744,0.0226342493917045,0.865131310082929
Western,2020-05-25,469,26650,795255,Western,114,4899,0.0232700551132884,0.0204786065924946,0.880041172777465,12,900,0.0133333333333333,0.0150894995944697,1.13171246958523
Western,2020-05-26,478,27335,795255,Western,111,5188,0.0213955281418658,0.0199396958926921,0.931956236858438,9,685,0.0131386861313869,0.0113171246958523,0.861358935184312
Western,2020-05-27,486,28431,795255,Western,107,5724,0.0186932215234102,0.0192211482929555,1.02824161522315,8,1096,0.0072992700729927,0.0100596663963131,1.3781742962949
Western,2020-05-28,495,29526,795255,Western,95,5984,0.0158756684491979,0.0170655054937455,1.07494720920603,9,1095,0.00821917808219178,0.0113171246958523,1.37691683799536
Western,2020-05-29,514,31150,795255,Western,95,6791,0.0139891032248564,0.0170655054937455,1.2199141874529,19,1624,0.0116995073891626,0.0238917076912437,2.04211227845157
Western,2020-05-30,526,32002,795255,Western,87,6940,0.012536023054755,0.0156284102942722,1.24668008554309,12,852,0.0140845070422535,0.0150894995944697,1.07135447120735
Western,2020-05-31,533,33034,795255,Western,76,7284,0.0104338275672707,0.0136524043949964,1.30847517912044,7,1032,0.00678294573643411,0.00880220809677399,1.29769696512439
Western,2020-06-01,548,33710,795255,Western,79,7060,0.0111898016997167,0.0141913150947989,1.26823651353519,15,676,0.022189349112426,0.0188618744930871,0.85004181048846
Western,2020-06-02,562,35265,795255,Western,84,7930,0.0105926860025221,0.0150894995944697,1.42452061647791,14,1555,0.0090032154340836,0.017604416193548,1.95534765578337
Western,2020-06-03,576,37344,795255,Western,90,8913,0.010097610232245,0.0161673209940747,1.6011036891132,14,2079,0.00673400673400673,0.017604416193548,2.61425580474188
Western,2020-06-04,597,39029,795255,Western,102,9503,0.0107334525939177,0.0183229637932846,1.70708946007435,21,1685,0.0124629080118694,0.026406624290322,2.11881723472345
Western,2020-06-05,614,40391,795255,Western,100,9241,0.0108213396818526,0.0179636899934163,1.6600245922916,17,1362,0.0124816446402349,0.0213767910921654,1.71265820397231
Western,2020-06-06,634,41497,795255,Western,108,9495,0.0113744075829384,0.0194007851928896,1.70565236487488,20,1106,0.0180831826401447,0.0251491659907828,1.39074887929029
Western,2020-06-07,642,42435,795255,Western,109,9401,0.0115945112222104,0.0195804220928238,1.68876649628107,8,938,0.00852878464818763,0.0100596663963131,1.17949588496771
Western,2020-06-08,649,42921,795255,Western,101,9211,0.0109651503636956,0.0181433268933505,1.65463548529358,7,486,0.01440329218107,0.00880220809677399,0.611124733576023
Western,2020-06-09,663,43790,795255,Western,101,8525,0.0118475073313783,0.0181433268933505,1.53140457193874,14,869,0.0161104718066743,0.017604416193548,1.09273126229951
Western,2020-06-10,680,44860,795255,Western,104,7516,0.0138371474188398,0.018682237593153,1.35015093990517,17,1070,0.0158878504672897,0.0213767910921654,1.34548038050688
Western,2020-06-11,705,45944,795255,Western,108,6915,0.0156182212581345,0.0194007851928896,1.24218916304474,25,1084,0.0230627306273063,0.0314364574884785,1.36308479670043
Western,2020-06-12,732,46873,795255,Western,118,6482,0.0182042579450787,0.0211971541922312,1.16440638537325,27,929,0.0290635091496232,0.0339513740875568,1.16817876027186
Western,2020-06-13,754,47775,795255,Western,120,6278,0.0191143676330041,0.0215564279920996,1.12776045778668,22,902,0.024390243902439,0.0276640825898611,1.13422738618431
Western,2020-06-14,772,48382,795255,Western,130,5947,0.0218597612241466,0.0233527969914412,1.06830064390847,18,607,0.0296540362438221,0.0226342493917045,0.763277187820259
Western,2020-06-15,791,48954,795255,Western,142,6033,0.023537212000663,0.0255084397906512,1.08374941730281,19,572,0.0332167832167832,0.0238917076912437,0.719266147336389
Western,2020-06-16,818,49440,795255,Western,155,5650,0.0274336283185841,0.0278437194897953,1.01494848462802,27,486,0.0555555555555556,0.0339513740875568,0.611124733576023
Western,2020-06-17,855,51007,795255,Western,175,6147,0.0284691719537986,0.0314364574884785,1.1042280238953,37,1567,0.0236119974473516,0.0465259570829482,1.97043715537784
Western,2020-06-18,911,52009,795255,Western,206,6065,0.0339653751030503,0.0370052013864376,1.0894977981007,56,1002,0.0558882235528942,0.0704176647741919,1.25997321613822
